"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"금리","500+","July 30, 2026 at 3:20:00 AM UTC+9","July 30, 2026 at 9:10:00 AM UTC+9","금리","https://trends.google.com/trends/explore?q=%EA%B8%88%EB%A6%AC&geo=KR&hl=en-US"
"쌍용자동차","500+","July 29, 2026 at 10:10:00 AM UTC+9","July 29, 2026 at 2:00:00 PM UTC+9","쌍용자동차","https://trends.google.com/trends/explore?q=%EC%8C%8D%EC%9A%A9%EC%9E%90%EB%8F%99%EC%B0%A8&geo=KR&hl=en-US"
"청바지","1K+","July 29, 2026 at 6:00:00 AM UTC+9","July 29, 2026 at 9:10:00 AM UTC+9","청바지","https://trends.google.com/trends/explore?q=%EC%B2%AD%EB%B0%94%EC%A7%80&geo=KR&hl=en-US"
"s&p 500","1K+","August 1, 2026 at 6:30:00 AM UTC+9","August 1, 2026 at 7:50:00 AM UTC+9","s&p 500","https://trends.google.com/trends/explore?q=s%26p%20500&geo=KR&hl=en-US"
"돈키호테","500+","July 28, 2026 at 6:00:00 PM UTC+9","July 29, 2026 at 10:00:00 AM UTC+9","돈키호테","https://trends.google.com/trends/explore?q=%EB%8F%88%ED%82%A4%ED%98%B8%ED%85%8C&geo=KR&hl=en-US"
"한국경제tv","200+","August 2, 2026 at 8:10:00 AM UTC+9","August 2, 2026 at 9:50:00 AM UTC+9","한국경제tv","https://trends.google.com/trends/explore?q=%ED%95%9C%EA%B5%AD%EA%B2%BD%EC%A0%9Ctv&geo=KR&hl=en-US"
"꿀벌","200+","July 31, 2026 at 7:30:00 PM UTC+9","July 31, 2026 at 10:40:00 PM UTC+9","꿀벌","https://trends.google.com/trends/explore?q=%EA%BF%80%EB%B2%8C&geo=KR&hl=en-US"
"롤렉스","500+","July 29, 2026 at 1:20:00 AM UTC+9","July 29, 2026 at 9:00:00 AM UTC+9","롤렉스","https://trends.google.com/trends/explore?q=%EB%A1%A4%EB%A0%89%EC%8A%A4&geo=KR&hl=en-US"
"네오플","500+","July 29, 2026 at 5:30:00 PM UTC+9","July 29, 2026 at 9:20:00 PM UTC+9","네오플","https://trends.google.com/trends/explore?q=%EB%84%A4%EC%98%A4%ED%94%8C&geo=KR&hl=en-US"
"소방차","500+","July 30, 2026 at 4:20:00 PM UTC+9","July 30, 2026 at 7:40:00 PM UTC+9","소방차","https://trends.google.com/trends/explore?q=%EC%86%8C%EB%B0%A9%EC%B0%A8&geo=KR&hl=en-US"
"리브 골프","500+","July 30, 2026 at 9:00:00 AM UTC+9","July 30, 2026 at 11:50:00 AM UTC+9","리브 골프","https://trends.google.com/trends/explore?q=%EB%A6%AC%EB%B8%8C%20%EA%B3%A8%ED%94%84&geo=KR&hl=en-US"
"aapl","200+","August 1, 2026 at 6:00:00 AM UTC+9","August 1, 2026 at 9:00:00 AM UTC+9","aapl","https://trends.google.com/trends/explore?q=aapl&geo=KR&hl=en-US"
"파크 골프","500+","July 30, 2026 at 6:50:00 AM UTC+9","July 30, 2026 at 9:30:00 AM UTC+9","파크 골프","https://trends.google.com/trends/explore?q=%ED%8C%8C%ED%81%AC%20%EA%B3%A8%ED%94%84&geo=KR&hl=en-US"
"신유열","500+","July 30, 2026 at 11:10:00 AM UTC+9","July 30, 2026 at 6:30:00 PM UTC+9","신유열","https://trends.google.com/trends/explore?q=%EC%8B%A0%EC%9C%A0%EC%97%B4&geo=KR&hl=en-US"
"입원","500+","July 28, 2026 at 3:40:00 PM UTC+9","July 29, 2026 at 7:40:00 AM UTC+9","입원","https://trends.google.com/trends/explore?q=%EC%9E%85%EC%9B%90&geo=KR&hl=en-US"
"경제성장","500+","July 30, 2026 at 3:00:00 PM UTC+9","July 30, 2026 at 5:50:00 PM UTC+9","경제성장","https://trends.google.com/trends/explore?q=%EA%B2%BD%EC%A0%9C%EC%84%B1%EC%9E%A5&geo=KR&hl=en-US"
"퀄컴","200+","July 31, 2026 at 5:10:00 PM UTC+9","August 1, 2026 at 8:00:00 AM UTC+9","퀄컴","https://trends.google.com/trends/explore?q=%ED%80%84%EC%BB%B4&geo=KR&hl=en-US"
"lg화학","200+","July 31, 2026 at 5:40:00 PM UTC+9","August 1, 2026 at 7:30:00 AM UTC+9","lg화학","https://trends.google.com/trends/explore?q=lg%ED%99%94%ED%95%99&geo=KR&hl=en-US"
"서장훈","500+","July 31, 2026 at 11:50:00 AM UTC+9","July 31, 2026 at 2:30:00 PM UTC+9","서장훈","https://trends.google.com/trends/explore?q=%EC%84%9C%EC%9E%A5%ED%9B%88&geo=KR&hl=en-US"
"rmtv","200+","August 2, 2026 at 1:00:00 AM UTC+9","August 2, 2026 at 2:40:00 AM UTC+9","rmtv","https://trends.google.com/trends/explore?q=rmtv&geo=KR&hl=en-US"
"사업","500+","July 29, 2026 at 8:00:00 AM UTC+9","July 29, 2026 at 1:30:00 PM UTC+9","사업","https://trends.google.com/trends/explore?q=%EC%82%AC%EC%97%85&geo=KR&hl=en-US"
"양지마을","1K+","July 28, 2026 at 3:10:00 PM UTC+9","July 28, 2026 at 6:30:00 PM UTC+9","양지마을","https://trends.google.com/trends/explore?q=%EC%96%91%EC%A7%80%EB%A7%88%EC%9D%84&geo=KR&hl=en-US"
"situational awareness","200+","July 31, 2026 at 7:40:00 AM UTC+9","July 31, 2026 at 1:40:00 PM UTC+9","situational awareness","https://trends.google.com/trends/explore?q=situational%20awareness&geo=KR&hl=en-US"
"허경환","200+","August 2, 2026 at 10:30:00 PM UTC+9","August 2, 2026 at 11:40:00 PM UTC+9","허경환","https://trends.google.com/trends/explore?q=%ED%97%88%EA%B2%BD%ED%99%98&geo=KR&hl=en-US"
"도루","500+","July 29, 2026 at 12:00:00 PM UTC+9","July 29, 2026 at 4:20:00 PM UTC+9","도루","https://trends.google.com/trends/explore?q=%EB%8F%84%EB%A3%A8&geo=KR&hl=en-US"
"기내식","100+","August 3, 2026 at 1:40:00 PM UTC+9","August 3, 2026 at 2:20:00 PM UTC+9","기내식","https://trends.google.com/trends/explore?q=%EA%B8%B0%EB%82%B4%EC%8B%9D&geo=KR&hl=en-US"
"의붓딸","500+","July 30, 2026 at 1:30:00 PM UTC+9","July 31, 2026 at 6:20:00 AM UTC+9","의붓딸,계모","https://trends.google.com/trends/explore?q=%EC%9D%98%EB%B6%93%EB%94%B8&geo=KR&hl=en-US"
"skhy","1K+","July 31, 2026 at 6:30:00 AM UTC+9","July 31, 2026 at 8:10:00 AM UTC+9","skhy","https://trends.google.com/trends/explore?q=skhy&geo=KR&hl=en-US"
"퇴직금","500+","July 28, 2026 at 3:00:00 PM UTC+9","July 29, 2026 at 9:00:00 AM UTC+9","퇴직금","https://trends.google.com/trends/explore?q=%ED%87%B4%EC%A7%81%EA%B8%88&geo=KR&hl=en-US"
"염정아","200+","August 1, 2026 at 5:20:00 AM UTC+9","August 1, 2026 at 9:20:00 AM UTC+9","염정아","https://trends.google.com/trends/explore?q=%EC%97%BC%EC%A0%95%EC%95%84&geo=KR&hl=en-US"
"대우건설","200+","August 3, 2026 at 3:30:00 PM UTC+9","August 3, 2026 at 3:50:00 PM UTC+9","대우건설","https://trends.google.com/trends/explore?q=%EB%8C%80%EC%9A%B0%EA%B1%B4%EC%84%A4&geo=KR&hl=en-US"
"관광열차","500+","July 29, 2026 at 4:50:00 AM UTC+9","July 29, 2026 at 4:30:00 PM UTC+9","관광열차","https://trends.google.com/trends/explore?q=%EA%B4%80%EA%B4%91%EC%97%B4%EC%B0%A8&geo=KR&hl=en-US"
"김성균","500+","July 28, 2026 at 6:50:00 PM UTC+9","July 29, 2026 at 4:10:00 AM UTC+9","김성균","https://trends.google.com/trends/explore?q=%EA%B9%80%EC%84%B1%EA%B7%A0&geo=KR&hl=en-US"
"산드로 토날리","200+","August 1, 2026 at 8:50:00 PM UTC+9","August 1, 2026 at 10:30:00 PM UTC+9","산드로 토날리","https://trends.google.com/trends/explore?q=%EC%82%B0%EB%93%9C%EB%A1%9C%20%ED%86%A0%EB%82%A0%EB%A6%AC&geo=KR&hl=en-US"
"홍예지","200+","July 31, 2026 at 11:50:00 AM UTC+9","July 31, 2026 at 2:50:00 PM UTC+9","홍예지","https://trends.google.com/trends/explore?q=%ED%99%8D%EC%98%88%EC%A7%80&geo=KR&hl=en-US"
"앤드류 가필드","200+","August 2, 2026 at 10:40:00 PM UTC+9","August 3, 2026 at 12:00:00 AM UTC+9","앤드류 가필드","https://trends.google.com/trends/explore?q=%EC%95%A4%EB%93%9C%EB%A5%98%20%EA%B0%80%ED%95%84%EB%93%9C&geo=KR&hl=en-US"
"mlb","500+","August 2, 2026 at 5:00:00 PM UTC+9","August 2, 2026 at 5:30:00 PM UTC+9","mlb","https://trends.google.com/trends/explore?q=mlb&geo=KR&hl=en-US"
"시어머니","500+","July 30, 2026 at 6:10:00 PM UTC+9","July 30, 2026 at 9:30:00 PM UTC+9","시어머니","https://trends.google.com/trends/explore?q=%EC%8B%9C%EC%96%B4%EB%A8%B8%EB%8B%88&geo=KR&hl=en-US"
"김나라","500+","July 29, 2026 at 1:40:00 PM UTC+9","July 30, 2026 at 12:30:00 AM UTC+9","김나라,킬잇","https://trends.google.com/trends/explore?q=%EA%B9%80%EB%82%98%EB%9D%BC&geo=KR&hl=en-US"
"msft","1K+","July 30, 2026 at 7:00:00 AM UTC+9","July 30, 2026 at 9:40:00 AM UTC+9","msft,msft stock,microsoft,yahoo finance","https://trends.google.com/trends/explore?q=msft&geo=KR&hl=en-US"
"인터 마이애미 cf","200+","August 1, 2026 at 10:00:00 AM UTC+9","August 1, 2026 at 12:30:00 PM UTC+9","인터 마이애미 cf","https://trends.google.com/trends/explore?q=%EC%9D%B8%ED%84%B0%20%EB%A7%88%EC%9D%B4%EC%95%A0%EB%AF%B8%20cf&geo=KR&hl=en-US"
"aapl","200+","July 31, 2026 at 6:20:00 AM UTC+9","July 31, 2026 at 9:20:00 AM UTC+9","aapl","https://trends.google.com/trends/explore?q=aapl&geo=KR&hl=en-US"
"mutv","200+","August 1, 2026 at 10:00:00 PM UTC+9","August 1, 2026 at 11:20:00 PM UTC+9","mutv","https://trends.google.com/trends/explore?q=mutv&geo=KR&hl=en-US"
"chelsea vs western sydney wanderers fc","1K+","July 28, 2026 at 6:50:00 PM UTC+9","July 28, 2026 at 10:30:00 PM UTC+9","chelsea vs western sydney wanderers fc,chelsea vs western sydney","https://trends.google.com/trends/explore?q=chelsea%20vs%20western%20sydney%20wanderers%20fc&geo=KR&hl=en-US"
"광주연구개발 특구 첨단3지구","200+","July 31, 2026 at 3:40:00 PM UTC+9","July 31, 2026 at 9:30:00 PM UTC+9","광주연구개발 특구 첨단3지구","https://trends.google.com/trends/explore?q=%EA%B4%91%EC%A3%BC%EC%97%B0%EA%B5%AC%EA%B0%9C%EB%B0%9C%20%ED%8A%B9%EA%B5%AC%20%EC%B2%A8%EB%8B%A83%EC%A7%80%EA%B5%AC&geo=KR&hl=en-US"
"명조 수수","200+","July 30, 2026 at 12:00:00 PM UTC+9","July 31, 2026 at 5:00:00 AM UTC+9","명조 수수","https://trends.google.com/trends/explore?q=%EB%AA%85%EC%A1%B0%20%EC%88%98%EC%88%98&geo=KR&hl=en-US"
"nhk","500+","July 28, 2026 at 5:10:00 PM UTC+9","July 29, 2026 at 8:00:00 AM UTC+9","nhk","https://trends.google.com/trends/explore?q=nhk&geo=KR&hl=en-US"
"강남원효성빌라","500+","July 29, 2026 at 5:30:00 AM UTC+9","July 29, 2026 at 9:30:00 AM UTC+9","강남원효성빌라","https://trends.google.com/trends/explore?q=%EA%B0%95%EB%82%A8%EC%9B%90%ED%9A%A8%EC%84%B1%EB%B9%8C%EB%9D%BC&geo=KR&hl=en-US"
"효성중공업","200+","August 1, 2026 at 2:20:00 PM UTC+9","August 1, 2026 at 5:10:00 PM UTC+9","효성중공업","https://trends.google.com/trends/explore?q=%ED%9A%A8%EC%84%B1%EC%A4%91%EA%B3%B5%EC%97%85&geo=KR&hl=en-US"
"오픈ai","500+","July 30, 2026 at 8:10:00 AM UTC+9","July 30, 2026 at 1:30:00 PM UTC+9","오픈ai","https://trends.google.com/trends/explore?q=%EC%98%A4%ED%94%88ai&geo=KR&hl=en-US"
"국채","200+","August 1, 2026 at 4:50:00 PM UTC+9","August 1, 2026 at 7:00:00 PM UTC+9","국채","https://trends.google.com/trends/explore?q=%EA%B5%AD%EC%B1%84&geo=KR&hl=en-US"
"미국 국가 정보국 국장","500+","July 30, 2026 at 7:30:00 PM UTC+9","July 31, 2026 at 7:50:00 AM UTC+9","미국 국가 정보국 국장,미국 국가정보국 국장","https://trends.google.com/trends/explore?q=%EB%AF%B8%EA%B5%AD%20%EA%B5%AD%EA%B0%80%20%EC%A0%95%EB%B3%B4%EA%B5%AD%20%EA%B5%AD%EC%9E%A5&geo=KR&hl=en-US"
"보조금","100+","August 3, 2026 at 7:00:00 AM UTC+9","August 3, 2026 at 7:40:00 AM UTC+9","보조금","https://trends.google.com/trends/explore?q=%EB%B3%B4%EC%A1%B0%EA%B8%88&geo=KR&hl=en-US"
"원자력","500+","August 1, 2026 at 9:20:00 PM UTC+9","August 1, 2026 at 10:10:00 PM UTC+9","원자력","https://trends.google.com/trends/explore?q=%EC%9B%90%EC%9E%90%EB%A0%A5&geo=KR&hl=en-US"
"사마라 위빙","200+","August 1, 2026 at 9:50:00 AM UTC+9","August 1, 2026 at 12:40:00 PM UTC+9","사마라 위빙","https://trends.google.com/trends/explore?q=%EC%82%AC%EB%A7%88%EB%9D%BC%20%EC%9C%84%EB%B9%99&geo=KR&hl=en-US"
"안우진","500+","August 1, 2026 at 3:00:00 PM UTC+9","August 1, 2026 at 5:30:00 PM UTC+9","안우진,엘지트윈스","https://trends.google.com/trends/explore?q=%EC%95%88%EC%9A%B0%EC%A7%84&geo=KR&hl=en-US"
"문희준","200+","August 1, 2026 at 6:50:00 PM UTC+9","August 1, 2026 at 8:20:00 PM UTC+9","문희준","https://trends.google.com/trends/explore?q=%EB%AC%B8%ED%9D%AC%EC%A4%80&geo=KR&hl=en-US"
"熊本","500+","July 28, 2026 at 5:30:00 PM UTC+9","July 29, 2026 at 2:20:00 AM UTC+9","熊本","https://trends.google.com/trends/explore?q=%E7%86%8A%E6%9C%AC&geo=KR&hl=en-US"
"박 산다라","200+","July 31, 2026 at 4:00:00 PM UTC+9","July 31, 2026 at 6:30:00 PM UTC+9","박 산다라","https://trends.google.com/trends/explore?q=%EB%B0%95%20%EC%82%B0%EB%8B%A4%EB%9D%BC&geo=KR&hl=en-US"
"문샷 ai","100+","August 3, 2026 at 3:10:00 PM UTC+9","August 3, 2026 at 3:40:00 PM UTC+9","문샷 ai","https://trends.google.com/trends/explore?q=%EB%AC%B8%EC%83%B7%20ai&geo=KR&hl=en-US"
"지네딘 지단","200+","July 30, 2026 at 5:40:00 AM UTC+9","July 30, 2026 at 11:10:00 AM UTC+9","지네딘 지단","https://trends.google.com/trends/explore?q=%EC%A7%80%EB%84%A4%EB%94%98%20%EC%A7%80%EB%8B%A8&geo=KR&hl=en-US"
"징역형","500+","July 29, 2026 at 5:20:00 PM UTC+9","July 29, 2026 at 8:20:00 PM UTC+9","징역형","https://trends.google.com/trends/explore?q=%EC%A7%95%EC%97%AD%ED%98%95&geo=KR&hl=en-US"
"우주선","200+","August 1, 2026 at 2:30:00 PM UTC+9","August 1, 2026 at 5:50:00 PM UTC+9","우주선","https://trends.google.com/trends/explore?q=%EC%9A%B0%EC%A3%BC%EC%84%A0&geo=KR&hl=en-US"
"호반건설","500+","July 28, 2026 at 1:20:00 PM UTC+9","July 28, 2026 at 6:30:00 PM UTC+9","호반건설","https://trends.google.com/trends/explore?q=%ED%98%B8%EB%B0%98%EA%B1%B4%EC%84%A4&geo=KR&hl=en-US"
"올러","500+","July 28, 2026 at 7:00:00 PM UTC+9","July 29, 2026 at 1:20:00 AM UTC+9","올러","https://trends.google.com/trends/explore?q=%EC%98%AC%EB%9F%AC&geo=KR&hl=en-US"
"당구","1K+","July 31, 2026 at 2:10:00 PM UTC+9","July 31, 2026 at 2:50:00 PM UTC+9","당구","https://trends.google.com/trends/explore?q=%EB%8B%B9%EA%B5%AC&geo=KR&hl=en-US"
"경상북도","200+","August 1, 2026 at 3:40:00 PM UTC+9","August 1, 2026 at 6:10:00 PM UTC+9","경상북도","https://trends.google.com/trends/explore?q=%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84&geo=KR&hl=en-US"
"교수","500+","July 30, 2026 at 8:00:00 AM UTC+9","July 30, 2026 at 9:50:00 AM UTC+9","교수","https://trends.google.com/trends/explore?q=%EA%B5%90%EC%88%98&geo=KR&hl=en-US"
"유부녀킬러 웹툰","200+","August 1, 2026 at 10:50:00 PM UTC+9","August 2, 2026 at 1:30:00 PM UTC+9","유부녀킬러 웹툰","https://trends.google.com/trends/explore?q=%EC%9C%A0%EB%B6%80%EB%85%80%ED%82%AC%EB%9F%AC%20%EC%9B%B9%ED%88%B0&geo=KR&hl=en-US"
"나스닥","1K+","July 28, 2026 at 11:10:00 PM UTC+9","July 29, 2026 at 2:00:00 PM UTC+9","나스닥,다우 존스 산업평균지수,나스닥 100","https://trends.google.com/trends/explore?q=%EB%82%98%EC%8A%A4%EB%8B%A5&geo=KR&hl=en-US"
"예금","1K+","July 30, 2026 at 7:40:00 PM UTC+9","July 30, 2026 at 8:30:00 PM UTC+9","예금","https://trends.google.com/trends/explore?q=%EC%98%88%EA%B8%88&geo=KR&hl=en-US"
"정호영","200+","July 31, 2026 at 1:40:00 PM UTC+9","July 31, 2026 at 5:20:00 PM UTC+9","정호영","https://trends.google.com/trends/explore?q=%EC%A0%95%ED%98%B8%EC%98%81&geo=KR&hl=en-US"
"포항 지진","1K+","July 28, 2026 at 4:30:00 PM UTC+9","July 28, 2026 at 7:00:00 PM UTC+9","포항 지진,포항지진","https://trends.google.com/trends/explore?q=%ED%8F%AC%ED%95%AD%20%EC%A7%80%EC%A7%84&geo=KR&hl=en-US"
"마이크론 테크놀로지","200+","August 2, 2026 at 6:50:00 PM UTC+9","August 2, 2026 at 7:30:00 PM UTC+9","마이크론 테크놀로지,마이크론","https://trends.google.com/trends/explore?q=%EB%A7%88%EC%9D%B4%ED%81%AC%EB%A1%A0%20%ED%85%8C%ED%81%AC%EB%86%80%EB%A1%9C%EC%A7%80&geo=KR&hl=en-US"
"야이슬레","200+","July 30, 2026 at 5:30:00 PM UTC+9","July 30, 2026 at 9:00:00 PM UTC+9","야이슬레","https://trends.google.com/trends/explore?q=%EC%95%BC%EC%9D%B4%EC%8A%AC%EB%A0%88&geo=KR&hl=en-US"
"熊本 地震","500+","July 28, 2026 at 5:40:00 PM UTC+9","July 29, 2026 at 8:30:00 AM UTC+9","熊本 地震","https://trends.google.com/trends/explore?q=%E7%86%8A%E6%9C%AC%20%E5%9C%B0%E9%9C%87&geo=KR&hl=en-US"
"예금","1K+","July 29, 2026 at 5:50:00 AM UTC+9","July 29, 2026 at 7:50:00 AM UTC+9","예금","https://trends.google.com/trends/explore?q=%EC%98%88%EA%B8%88&geo=KR&hl=en-US"
"패션","500+","July 30, 2026 at 6:50:00 AM UTC+9","July 30, 2026 at 8:50:00 AM UTC+9","패션","https://trends.google.com/trends/explore?q=%ED%8C%A8%EC%85%98&geo=KR&hl=en-US"
"정찰기","500+","July 29, 2026 at 7:00:00 AM UTC+9","July 29, 2026 at 9:10:00 AM UTC+9","정찰기","https://trends.google.com/trends/explore?q=%EC%A0%95%EC%B0%B0%EA%B8%B0&geo=KR&hl=en-US"
"시내버스","100+","August 2, 2026 at 7:50:00 PM UTC+9","August 2, 2026 at 9:10:00 PM UTC+9","시내버스","https://trends.google.com/trends/explore?q=%EC%8B%9C%EB%82%B4%EB%B2%84%EC%8A%A4&geo=KR&hl=en-US"
"김호령","2K+","July 29, 2026 at 6:20:00 PM UTC+9","July 29, 2026 at 7:10:00 PM UTC+9","김호령","https://trends.google.com/trends/explore?q=%EA%B9%80%ED%98%B8%EB%A0%B9&geo=KR&hl=en-US"
"spurs vs sydney fc","500+","July 29, 2026 at 7:50:00 PM UTC+9","July 29, 2026 at 11:10:00 PM UTC+9","spurs vs sydney fc","https://trends.google.com/trends/explore?q=spurs%20vs%20sydney%20fc&geo=KR&hl=en-US"
"청두 j-36","200+","August 1, 2026 at 2:30:00 PM UTC+9","August 1, 2026 at 5:10:00 PM UTC+9","청두 j-36","https://trends.google.com/trends/explore?q=%EC%B2%AD%EB%91%90%20j-36&geo=KR&hl=en-US"
"fomc 일정","500+","July 29, 2026 at 4:20:00 AM UTC+9","July 30, 2026 at 3:30:00 AM UTC+9","fomc 일정","https://trends.google.com/trends/explore?q=fomc%20%EC%9D%BC%EC%A0%95&geo=KR&hl=en-US"
"인버스","500+","July 29, 2026 at 11:10:00 AM UTC+9","July 29, 2026 at 3:10:00 PM UTC+9","인버스","https://trends.google.com/trends/explore?q=%EC%9D%B8%EB%B2%84%EC%8A%A4&geo=KR&hl=en-US"
"южная корея","200+","July 31, 2026 at 5:10:00 AM UTC+9","July 31, 2026 at 9:40:00 AM UTC+9","южная корея","https://trends.google.com/trends/explore?q=%D1%8E%D0%B6%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%BE%D1%80%D0%B5%D1%8F&geo=KR&hl=en-US"
"하나카드","200+","August 3, 2026 at 11:20:00 AM UTC+9","August 3, 2026 at 11:50:00 AM UTC+9","하나카드","https://trends.google.com/trends/explore?q=%ED%95%98%EB%82%98%EC%B9%B4%EB%93%9C&geo=KR&hl=en-US"
"재난","200+","August 1, 2026 at 6:40:00 PM UTC+9","August 1, 2026 at 7:30:00 PM UTC+9","재난","https://trends.google.com/trends/explore?q=%EC%9E%AC%EB%82%9C&geo=KR&hl=en-US"
"빗썸","500+","July 29, 2026 at 6:00:00 PM UTC+9","July 30, 2026 at 7:30:00 AM UTC+9","빗썸","https://trends.google.com/trends/explore?q=%EB%B9%97%EC%8D%B8&geo=KR&hl=en-US"
"한미약품","100+","August 1, 2026 at 5:40:00 AM UTC+9","August 1, 2026 at 2:00:00 PM UTC+9","한미약품","https://trends.google.com/trends/explore?q=%ED%95%9C%EB%AF%B8%EC%95%BD%ED%92%88&geo=KR&hl=en-US"
"nep vs ned","500+","July 29, 2026 at 5:30:00 PM UTC+9","July 29, 2026 at 7:50:00 PM UTC+9","nep vs ned","https://trends.google.com/trends/explore?q=nep%20vs%20ned&geo=KR&hl=en-US"
"행정중심복합도시","200+","July 29, 2026 at 9:20:00 AM UTC+9","July 29, 2026 at 2:50:00 PM UTC+9","행정중심복합도시","https://trends.google.com/trends/explore?q=%ED%96%89%EC%A0%95%EC%A4%91%EC%8B%AC%EB%B3%B5%ED%95%A9%EB%8F%84%EC%8B%9C&geo=KR&hl=en-US"
"파기환송","500+","July 28, 2026 at 2:10:00 PM UTC+9","July 29, 2026 at 6:40:00 AM UTC+9","파기환송","https://trends.google.com/trends/explore?q=%ED%8C%8C%EA%B8%B0%ED%99%98%EC%86%A1&geo=KR&hl=en-US"
"금남로","200+","August 2, 2026 at 4:10:00 PM UTC+9","August 2, 2026 at 5:20:00 PM UTC+9","금남로,연합뉴스","https://trends.google.com/trends/explore?q=%EA%B8%88%EB%82%A8%EB%A1%9C&geo=KR&hl=en-US"
"페라리","200+","July 30, 2026 at 7:50:00 PM UTC+9","July 31, 2026 at 9:20:00 AM UTC+9","페라리","https://trends.google.com/trends/explore?q=%ED%8E%98%EB%9D%BC%EB%A6%AC&geo=KR&hl=en-US"
"박해수","200+","July 31, 2026 at 10:20:00 PM UTC+9","July 31, 2026 at 11:50:00 PM UTC+9","박해수","https://trends.google.com/trends/explore?q=%EB%B0%95%ED%95%B4%EC%88%98&geo=KR&hl=en-US"
"특별감찰관","200+","July 31, 2026 at 5:40:00 PM UTC+9","August 1, 2026 at 8:10:00 AM UTC+9","특별감찰관","https://trends.google.com/trends/explore?q=%ED%8A%B9%EB%B3%84%EA%B0%90%EC%B0%B0%EA%B4%80&geo=KR&hl=en-US"
"비트마인","200+","July 31, 2026 at 9:00:00 PM UTC+9","July 31, 2026 at 10:30:00 PM UTC+9","비트마인","https://trends.google.com/trends/explore?q=%EB%B9%84%ED%8A%B8%EB%A7%88%EC%9D%B8&geo=KR&hl=en-US"
"모리야스 하지메","200+","July 29, 2026 at 6:00:00 AM UTC+9","July 29, 2026 at 9:30:00 AM UTC+9","모리야스 하지메","https://trends.google.com/trends/explore?q=%EB%AA%A8%EB%A6%AC%EC%95%BC%EC%8A%A4%20%ED%95%98%EC%A7%80%EB%A9%94&geo=KR&hl=en-US"
"бирмингем сити – барселона","200+","August 1, 2026 at 5:50:00 AM UTC+9","August 1, 2026 at 8:10:00 AM UTC+9","бирмингем сити – барселона","https://trends.google.com/trends/explore?q=%D0%B1%D0%B8%D1%80%D0%BC%D0%B8%D0%BD%D0%B3%D0%B5%D0%BC%20%D1%81%D0%B8%D1%82%D0%B8%20%E2%80%93%20%D0%B1%D0%B0%D1%80%D1%81%D0%B5%D0%BB%D0%BE%D0%BD%D0%B0&geo=KR&hl=en-US"
"공중 보건 의사","500+","July 28, 2026 at 5:40:00 PM UTC+9","July 29, 2026 at 7:40:00 AM UTC+9","공중 보건 의사,공중보건의사","https://trends.google.com/trends/explore?q=%EA%B3%B5%EC%A4%91%20%EB%B3%B4%EA%B1%B4%20%EC%9D%98%EC%82%AC&geo=KR&hl=en-US"
"조한선","200+","August 2, 2026 at 8:40:00 PM UTC+9","August 2, 2026 at 9:50:00 PM UTC+9","조한선,김혜준","https://trends.google.com/trends/explore?q=%EC%A1%B0%ED%95%9C%EC%84%A0&geo=KR&hl=en-US"
"부동산정책","500+","July 28, 2026 at 8:00:00 PM UTC+9","July 28, 2026 at 10:40:00 PM UTC+9","부동산정책","https://trends.google.com/trends/explore?q=%EB%B6%80%EB%8F%99%EC%82%B0%EC%A0%95%EC%B1%85&geo=KR&hl=en-US"
"숲","500+","August 1, 2026 at 2:20:00 PM UTC+9","August 1, 2026 at 3:00:00 PM UTC+9","숲","https://trends.google.com/trends/explore?q=%EC%88%B2&geo=KR&hl=en-US"
"schd","500+","July 29, 2026 at 6:20:00 AM UTC+9","July 29, 2026 at 8:40:00 AM UTC+9","schd","https://trends.google.com/trends/explore?q=schd&geo=KR&hl=en-US"
"롯데마트","200+","July 30, 2026 at 6:30:00 AM UTC+9","July 30, 2026 at 11:00:00 AM UTC+9","롯데마트","https://trends.google.com/trends/explore?q=%EB%A1%AF%EB%8D%B0%EB%A7%88%ED%8A%B8&geo=KR&hl=en-US"
"아현","200+","July 29, 2026 at 9:50:00 AM UTC+9","July 30, 2026 at 2:30:00 AM UTC+9","아현","https://trends.google.com/trends/explore?q=%EC%95%84%ED%98%84&geo=KR&hl=en-US"
"알테오젠","500+","July 29, 2026 at 11:10:00 AM UTC+9","July 29, 2026 at 12:30:00 PM UTC+9","알테오젠","https://trends.google.com/trends/explore?q=%EC%95%8C%ED%85%8C%EC%98%A4%EC%A0%A0&geo=KR&hl=en-US"
"피파","1K+","July 30, 2026 at 1:20:00 PM UTC+9","July 30, 2026 at 2:30:00 PM UTC+9","피파","https://trends.google.com/trends/explore?q=%ED%94%BC%ED%8C%8C&geo=KR&hl=en-US"
"사건","500+","July 29, 2026 at 8:20:00 AM UTC+9","July 29, 2026 at 9:50:00 AM UTC+9","사건","https://trends.google.com/trends/explore?q=%EC%82%AC%EA%B1%B4&geo=KR&hl=en-US"
"언니네 산지직송3","500+","July 30, 2026 at 9:40:00 PM UTC+9","July 30, 2026 at 11:30:00 PM UTC+9","언니네 산지직송3,노윤서","https://trends.google.com/trends/explore?q=%EC%96%B8%EB%8B%88%EB%84%A4%20%EC%82%B0%EC%A7%80%EC%A7%81%EC%86%A13&geo=KR&hl=en-US"
